date/time,kwh,,
 01/31  19:00:00,265.6612074,,
 01/31  20:00:00,244.3152961,,
 01/31  21:00:00,219.1688985,,
 01/31  22:00:00,157.3870182,,
 01/31  23:00:00,113.3937002,,
 01/31  24:00:00,144.5090455,,
 02/01  01:00:00,117.179231,,
 02/01  02:00:00,106.8005514,,
 02/01  03:00:00,104.2626809,,
 02/01  04:00:00,102.3348971,,
 02/01  05:00:00,107.2749099,,
 02/01  06:00:00,104.9294086,,
 02/01  07:00:00,142.9778983,,
 02/01  08:00:00,146.2689089,,
 02/01  09:00:00,225.7607775,,
 02/01  10:00:00,258.6180387,,
 02/01  11:00:00,255.8375332,,
 02/01  12:00:00,283.2077281,,
 02/01  13:00:00,270.0776849,,
 02/01  14:00:00,268.7623105,,
 02/01  15:00:00,263.1877215,,
 02/01  16:00:00,258.6204097,,
 02/01  17:00:00,257.7056438,,
 02/01  18:00:00,265.0761105,,
 02/01  19:00:00,263.0567312,,
 02/01  20:00:00,250.2000705,,
 02/01  21:00:00,223.719469,,
 02/01  22:00:00,160.7365403,,
 02/01  23:00:00,112.2950332,,
 02/01  24:00:00,143.3717635,,
 02/02  01:00:00,115.5644086,,
 02/02  02:00:00,105.9820942,,
 02/02  03:00:00,103.7852342,,
 02/02  04:00:00,101.6401875,,
 02/02  05:00:00,106.1886769,,
 02/02  06:00:00,104.3802305,,
 02/02  07:00:00,143.0366153,,
 02/02  08:00:00,145.8644576,,
 02/02  09:00:00,223.0743686,,
 02/02  10:00:00,253.9625976,,
 02/02  11:00:00,252.1174335,,
 02/02  12:00:00,283.1392755,,
 02/02  13:00:00,270.4877292,,
 02/02  14:00:00,269.0115462,,
 02/02  15:00:00,264.2730401,,
 02/02  16:00:00,260.5275876,,
 02/02  17:00:00,258.7292041,,
 02/02  18:00:00,267.0451781,,
 02/02  19:00:00,265.6112314,,
 02/02  20:00:00,253.1375329,,
 02/02  21:00:00,227.589551,,
 02/02  22:00:00,164.3098936,,
 02/02  23:00:00,115.2070731,,
 02/02  24:00:00,145.8380851,,
 02/03  01:00:00,118.4453795,,
 02/03  02:00:00,107.2867325,,
 02/03  03:00:00,104.8491483,,
 02/03  04:00:00,102.4352203,,
 02/03  05:00:00,122.3477938,,
 02/03  06:00:00,120.2880199,,
 02/03  07:00:00,158.1565747,,
 02/03  08:00:00,153.1324524,,
 02/03  09:00:00,223.00281,,
 02/03  10:00:00,255.8037803,,
 02/03  11:00:00,247.617127,,
 02/03  12:00:00,278.8899457,,
 02/03  13:00:00,263.6042496,,
 02/03  14:00:00,265.7385495,,
 02/03  15:00:00,265.3103652,,
 02/03  16:00:00,261.2253875,,
 02/03  17:00:00,256.855206,,
 02/03  18:00:00,264.1170069,,
 02/03  19:00:00,262.6724768,,
 02/03  20:00:00,242.7459746,,
 02/03  21:00:00,215.5919511,,
 02/03  22:00:00,154.3512048,,
 02/03  23:00:00,109.1901592,,
 02/03  24:00:00,140.4432886,,
 02/04  01:00:00,109.2465074,,
 02/04  02:00:00,98.77892792,,
 02/04  03:00:00,96.68825709,,
 02/04  04:00:00,93.99081766,,
 02/04  05:00:00,100.2826846,,
 02/04  06:00:00,98.57474207,,
 02/04  07:00:00,126.6246019,,
 02/04  08:00:00,129.8003302,,
 02/04  09:00:00,195.0430015,,
 02/04  10:00:00,217.4046997,,
 02/04  11:00:00,243.5848032,,
 02/04  12:00:00,278.241602,,
 02/04  13:00:00,267.5662109,,
 02/04  14:00:00,264.8792131,,
 02/04  15:00:00,258.9998606,,
 02/04  16:00:00,251.1700571,,
 02/04  17:00:00,254.6338099,,
 02/04  18:00:00,261.4697519,,
 02/04  19:00:00,245.356215,,
 02/04  20:00:00,202.3395146,,
 02/04  21:00:00,187.9393123,,
 02/04  22:00:00,141.5549707,,
 02/04  23:00:00,104.2596202,,
 02/04  24:00:00,136.7077822,,
 02/05  01:00:00,110.6602766,,
 02/05  02:00:00,99.80845089,,
 02/05  03:00:00,98.23776956,,
 02/05  04:00:00,97.43637586,,
 02/05  05:00:00,104.4800526,,
 02/05  06:00:00,103.5074007,,
 02/05  07:00:00,136.018802,,
 02/05  08:00:00,146.0058018,,
 02/05  09:00:00,180.5897383,,
 02/05  10:00:00,157.9028024,,
 02/05  11:00:00,188.9599399,,
 02/05  12:00:00,217.4622663,,
 02/05  13:00:00,230.7140435,,
 02/05  14:00:00,230.0088204,,
 02/05  15:00:00,224.8618843,,
 02/05  16:00:00,221.1549963,,
 02/05  17:00:00,221.1340794,,
 02/05  18:00:00,203.2864254,,
 02/05  19:00:00,210.8528091,,
 02/05  20:00:00,196.2048148,,
 02/05  21:00:00,185.9487246,,
 02/05  22:00:00,166.4848879,,
 02/05  23:00:00,114.9016902,,
 02/05  24:00:00,146.0923876,,
 02/06  01:00:00,122.5596952,,
 02/06  02:00:00,113.5809461,,
 02/06  03:00:00,112.519824,,
 02/06  04:00:00,111.5204235,,
 02/06  05:00:00,118.281189,,
 02/06  06:00:00,117.5509015,,
 02/06  07:00:00,159.4408452,,
 02/06  08:00:00,168.5896549,,
 02/06  09:00:00,243.3861629,,
 02/06  10:00:00,272.597353,,
 02/06  11:00:00,268.4776995,,
 02/06  12:00:00,289.6937222,,
 02/06  13:00:00,276.2019135,,
 02/06  14:00:00,273.5102715,,
 02/06  15:00:00,267.1627853,,
 02/06  16:00:00,262.6933014,,
 02/06  17:00:00,262.6749213,,
 02/06  18:00:00,271.3201872,,
 02/06  19:00:00,270.0455975,,
 02/06  20:00:00,257.4679105,,
 02/06  21:00:00,231.1985908,,
 02/06  22:00:00,167.4411448,,
 02/06  23:00:00,118.5474751,,
 02/06  24:00:00,149.5914093,,
 02/07  01:00:00,123.7839241,,
 02/07  02:00:00,114.2051934,,
 02/07  03:00:00,113.0568576,,
 02/07  04:00:00,111.9258092,,
 02/07  05:00:00,135.3639917,,
 02/07  06:00:00,134.7214682,,
 02/07  07:00:00,176.0612951,,
 02/07  08:00:00,175.5552101,,
 02/07  09:00:00,241.4374045,,
 02/07  10:00:00,270.7331162,,
 02/07  11:00:00,264.3017133,,
 02/07  12:00:00,286.5096453,,
 02/07  13:00:00,270.3268817,,
 02/07  14:00:00,267.5971673,,
 02/07  15:00:00,261.8409176,,
 02/07  16:00:00,257.161596,,
 02/07  17:00:00,256.9173355,,
 02/07  18:00:00,266.7313302,,
 02/07  19:00:00,266.3789739,,
 02/07  20:00:00,247.1688463,,
 02/07  21:00:00,222.0767554,,
 02/07  22:00:00,159.5720754,,
 02/07  23:00:00,115.365785,,
 02/07  24:00:00,145.5465555,,
 02/08  01:00:00,117.7260172,,
 02/08  02:00:00,107.5310057,,
 02/08  03:00:00,105.1332805,,
 02/08  04:00:00,102.8153766,,
 02/08  05:00:00,107.8046691,,
 02/08  06:00:00,106.8084724,,
 02/08  07:00:00,146.3646965,,
 02/08  08:00:00,150.5452627,,
 02/08  09:00:00,228.3474863,,
 02/08  10:00:00,260.9575084,,
 02/08  11:00:00,255.793069,,
 02/08  12:00:00,282.9763729,,
 02/08  13:00:00,268.0455561,,
 02/08  14:00:00,265.489658,,
 02/08  15:00:00,261.1477407,,
 02/08  16:00:00,254.9270446,,
 02/08  17:00:00,248.6097832,,
 02/08  18:00:00,251.2014596,,
 02/08  19:00:00,253.7193778,,
 02/08  20:00:00,242.5967787,,
 02/08  21:00:00,216.7554548,,
 02/08  22:00:00,157.1685896,,
 02/08  23:00:00,109.4189007,,
 02/08  24:00:00,141.8682737,,
 02/09  01:00:00,115.6742399,,
 02/09  02:00:00,109.6647973,,
 02/09  03:00:00,111.4883816,,
 02/09  04:00:00,111.7589953,,
 02/09  05:00:00,118.7218866,,
 02/09  06:00:00,117.7767849,,
 02/09  07:00:00,158.1846501,,
 02/09  08:00:00,165.4754129,,
 02/09  09:00:00,240.9638066,,
 02/09  10:00:00,270.5957904,,
 02/09  11:00:00,266.377984,,
 02/09  12:00:00,288.6813742,,
 02/09  13:00:00,275.4806883,,
 02/09  14:00:00,274.6779672,,
 02/09  15:00:00,268.8571103,,
 02/09  16:00:00,263.2237682,,
 02/09  17:00:00,262.461889,,
 02/09  18:00:00,271.7056333,,
 02/09  19:00:00,270.8766668,,
 02/09  20:00:00,259.2958567,,
 02/09  21:00:00,233.6108475,,
 02/09  22:00:00,168.4682664,,
 02/09  23:00:00,118.902295,,
 02/09  24:00:00,149.983711,,
 02/10  01:00:00,124.85352,,
 02/10  02:00:00,115.2286119,,
 02/10  03:00:00,113.6897742,,
 02/10  04:00:00,112.2484516,,
 02/10  05:00:00,135.8878644,,
 02/10  06:00:00,135.5286585,,
 02/10  07:00:00,172.7976799,,
 02/10  08:00:00,164.3428735,,
 02/10  09:00:00,224.8827376,,
 02/10  10:00:00,250.7982344,,
 02/10  11:00:00,241.8775236,,
 02/10  12:00:00,269.7551321,,
 02/10  13:00:00,252.6336369,,
 02/10  14:00:00,250.3874196,,
 02/10  15:00:00,245.7768943,,
 02/10  16:00:00,241.781917,,
 02/10  17:00:00,239.7413576,,
 02/10  18:00:00,247.3737468,,
 02/10  19:00:00,246.3973226,,
 02/10  20:00:00,224.3622354,,
 02/10  21:00:00,198.0220997,,
 02/10  22:00:00,139.8397716,,
 02/10  23:00:00,94.93412378,,
 02/10  24:00:00,127.5701733,,
 02/11  01:00:00,95.27077668,,
 02/11  02:00:00,87.48659202,,
 02/11  03:00:00,86.35228927,,
 02/11  04:00:00,85.47451238,,
 02/11  05:00:00,91.86994595,,
 02/11  06:00:00,91.41520752,,
 02/11  07:00:00,120.8692939,,
 02/11  08:00:00,123.3967462,,
 02/11  09:00:00,186.4663486,,
 02/11  10:00:00,208.6861168,,
 02/11  11:00:00,235.1796345,,
 02/11  12:00:00,265.6047945,,
 02/11  13:00:00,248.895708,,
 02/11  14:00:00,248.0073886,,
 02/11  15:00:00,242.696265,,
 02/11  16:00:00,237.4499406,,
 02/11  17:00:00,237.6515811,,
 02/11  18:00:00,246.2918404,,
 02/11  19:00:00,229.1781209,,
 02/11  20:00:00,181.6284998,,
 02/11  21:00:00,168.654058,,
 02/11  22:00:00,124.2794435,,
 02/11  23:00:00,86.36104533,,
 02/11  24:00:00,120.1291117,,
 02/12  01:00:00,90.77948655,,
 02/12  02:00:00,82.87244057,,
 02/12  03:00:00,81.63422112,,
 02/12  04:00:00,81.18158219,,
 02/12  05:00:00,87.87188294,,
 02/12  06:00:00,87.58365206,,
 02/12  07:00:00,117.5493488,,
 02/12  08:00:00,119.1555283,,
 02/12  09:00:00,154.9123104,,
 02/12  10:00:00,132.5957681,,
 02/12  11:00:00,170.8496377,,
 02/12  12:00:00,202.7535758,,
 02/12  13:00:00,214.142672,,
 02/12  14:00:00,213.1311734,,
 02/12  15:00:00,211.2205257,,
 02/12  16:00:00,209.5359935,,
 02/12  17:00:00,209.3544937,,
 02/12  18:00:00,189.0156729,,
 02/12  19:00:00,196.2489951,,
 02/12  20:00:00,181.3406777,,
 02/12  21:00:00,171.7254353,,
 02/12  22:00:00,154.2592049,,
 02/12  23:00:00,104.5328379,,
 02/12  24:00:00,137.8036769,,
 02/13  01:00:00,112.2416098,,
 02/13  02:00:00,102.3838858,,
 02/13  03:00:00,99.77838384,,
 02/13  04:00:00,97.9182212,,
 02/13  05:00:00,103.5722367,,
 02/13  06:00:00,102.4495197,,
 02/13  07:00:00,141.7348816,,
 02/13  08:00:00,144.5729387,,
 02/13  09:00:00,219.8632906,,
 02/13  10:00:00,248.8874537,,
 02/13  11:00:00,242.7604666,,
 02/13  12:00:00,273.0645808,,
 02/13  13:00:00,258.8985025,,
 02/13  14:00:00,258.2900862,,
 02/13  15:00:00,253.056748,,
 02/13  16:00:00,248.2344865,,
 02/13  17:00:00,246.1174038,,
 02/13  18:00:00,250.2929097,,
 02/13  19:00:00,253.1164263,,
 02/13  20:00:00,239.7796045,,
 02/13  21:00:00,211.1191894,,
 02/13  22:00:00,149.7009232,,
 02/13  23:00:00,101.3031365,,
 02/13  24:00:00,133.65135,,
 02/14  01:00:00,104.3724114,,
 02/14  02:00:00,95.16562845,,
 02/14  03:00:00,92.80638936,,
 02/14  04:00:00,91.22367993,,
 02/14  05:00:00,112.2496186,,
 02/14  06:00:00,111.0624201,,
 02/14  07:00:00,148.9357805,,
 02/14  08:00:00,147.393657,,
 02/14  09:00:00,215.2924624,,
 02/14  10:00:00,247.1487626,,
 02/14  11:00:00,240.4411734,,
 02/14  12:00:00,270.431874,,
 02/14  13:00:00,255.1340637,,
 02/14  14:00:00,253.4397631,,
 02/14  15:00:00,249.1253858,,
 02/14  16:00:00,245.9254909,,
 02/14  17:00:00,246.5633565,,
 02/14  18:00:00,251.3027403,,
 02/14  19:00:00,253.1955087,,
 02/14  20:00:00,228.0519388,,
 02/14  21:00:00,198.2499635,,
 02/14  22:00:00,138.8091766,,
 02/14  23:00:00,93.57855265,,
 02/14  24:00:00,126.9983552,,
 02/15  01:00:00,98.15158245,,
 02/15  02:00:00,89.58923781,,
 02/15  03:00:00,88.3462373,,
 02/15  04:00:00,87.63782015,,
 02/15  05:00:00,93.83744203,,
 02/15  06:00:00,93.34622008,,
 02/15  07:00:00,131.1300413,,
 02/15  08:00:00,136.6601573,,
 02/15  09:00:00,216.0008549,,
 02/15  10:00:00,248.630788,,
 02/15  11:00:00,243.0594711,,
 02/15  12:00:00,272.6782636,,
 02/15  13:00:00,257.2479587,,
 02/15  14:00:00,254.4930684,,
 02/15  15:00:00,249.5994978,,
 02/15  16:00:00,246.0933345,,
 02/15  17:00:00,246.614388,,
 02/15  18:00:00,253.5871458,,
 02/15  19:00:00,257.5374275,,
 02/15  20:00:00,245.334259,,
 02/15  21:00:00,217.486225,,
 02/15  22:00:00,147.904967,,
 02/15  23:00:00,95.45986402,,
 02/15  24:00:00,128.6111693,,
 02/16  01:00:00,99.05706948,,
 02/16  02:00:00,90.50112026,,
 02/16  03:00:00,89.31628285,,
 02/16  04:00:00,88.07505099,,
 02/16  05:00:00,93.90296178,,
 02/16  06:00:00,92.85776042,,
 02/16  07:00:00,129.385622,,
 02/16  08:00:00,133.3443103,,
 02/16  09:00:00,212.7625312,,
 02/16  10:00:00,241.8294014,,
 02/16  11:00:00,233.6828447,,
 02/16  12:00:00,264.0613055,,
 02/16  13:00:00,247.4655739,,
 02/16  14:00:00,245.1124685,,
 02/16  15:00:00,243.5164023,,
 02/16  16:00:00,239.5245582,,
 02/16  17:00:00,241.0720135,,
 02/16  18:00:00,246.5756485,,
 02/16  19:00:00,251.1737135,,
 02/16  20:00:00,242.6188445,,
 02/16  21:00:00,215.3135902,,
 02/16  22:00:00,150.034901,,
 02/16  23:00:00,96.90873311,,
 02/16  24:00:00,129.5377975,,
 02/17  01:00:00,101.0489336,,
 02/17  02:00:00,90.84365607,,
 02/17  03:00:00,89.09071093,,
 02/17  04:00:00,88.75095899,,
 02/17  05:00:00,110.6726349,,
 02/17  06:00:00,110.2095993,,
 02/17  07:00:00,148.573647,,
 02/17  08:00:00,147.759352,,
 02/17  09:00:00,216.9473909,,
 02/17  10:00:00,247.5825739,,
 02/17  11:00:00,238.1795176,,
 02/17  12:00:00,268.9307266,,
 02/17  13:00:00,256.667083,,
 02/17  14:00:00,254.7209503,,
 02/17  15:00:00,252.695053,,
 02/17  16:00:00,252.3445199,,
 02/17  17:00:00,253.5838334,,
 02/17  18:00:00,257.579648,,
 02/17  19:00:00,257.9818663,,
 02/17  20:00:00,233.3391409,,
 02/17  21:00:00,207.4294867,,
 02/17  22:00:00,148.5438438,,
 02/17  23:00:00,103.5344727,,
 02/17  24:00:00,134.5865202,,
 02/18  01:00:00,102.0352608,,
 02/18  02:00:00,91.65486718,,
 02/18  03:00:00,89.25893239,,
 02/18  04:00:00,87.15161608,,
 02/18  05:00:00,92.20199676,,
 02/18  06:00:00,90.80214398,,
 02/18  07:00:00,115.2989367,,
 02/18  08:00:00,120.5700225,,
 02/18  09:00:00,187.7103818,,
 02/18  10:00:00,211.2490748,,
 02/18  11:00:00,237.3921162,,
 02/18  12:00:00,269.2020786,,
 02/18  13:00:00,254.7120654,,
 02/18  14:00:00,252.1629786,,
 02/18  15:00:00,247.3819906,,
 02/18  16:00:00,242.5966493,,
 02/18  17:00:00,241.2127265,,
 02/18  18:00:00,250.709711,,
 02/18  19:00:00,240.5710034,,
 02/18  20:00:00,199.7467753,,
 02/18  21:00:00,188.9281411,,
 02/18  22:00:00,142.5292048,,
 02/18  23:00:00,105.3340082,,
 02/18  24:00:00,137.0735315,,
 02/19  01:00:00,108.2819999,,
 02/19  02:00:00,97.16371162,,
 02/19  03:00:00,93.96036567,,
 02/19  04:00:00,91.01977552,,
 02/19  05:00:00,95.36291807,,
 02/19  06:00:00,93.46534919,,
 02/19  07:00:00,117.8558375,,
 02/19  08:00:00,123.0896965,,
 02/19  09:00:00,163.6241081,,
 02/19  10:00:00,142.259129,,
 02/19  11:00:00,179.1825093,,
 02/19  12:00:00,210.6849615,,
 02/19  13:00:00,222.5507203,,
 02/19  14:00:00,222.7954435,,
 02/19  15:00:00,222.7757707,,
 02/19  16:00:00,219.4207867,,
 02/19  17:00:00,218.7656938,,
 02/19  18:00:00,193.1984919,,
 02/19  19:00:00,202.4969463,,
 02/19  20:00:00,184.0288912,,
 02/19  21:00:00,172.4079962,,
 02/19  22:00:00,153.7103345,,
 02/19  23:00:00,102.360354,,
 02/19  24:00:00,134.6859482,,
 02/20  01:00:00,106.0879516,,
 02/20  02:00:00,95.60478173,,
 02/20  03:00:00,93.06055515,,
 02/20  04:00:00,90.91039384,,
 02/20  05:00:00,95.6359964,,
 02/20  06:00:00,93.66384238,,
 02/20  07:00:00,118.8730962,,
 02/20  08:00:00,126.8564817,,
 02/20  09:00:00,167.7245281,,
 02/20  10:00:00,148.5043379,,
 02/20  11:00:00,182.7502323,,
 02/20  12:00:00,214.0342116,,
 02/20  13:00:00,232.7941815,,
 02/20  14:00:00,236.2731257,,
 02/20  15:00:00,232.0911122,,
 02/20  16:00:00,225.5163233,,
 02/20  17:00:00,219.5228993,,
 02/20  18:00:00,193.5782318,,
 02/20  19:00:00,202.8812633,,
 02/20  20:00:00,189.6218362,,
 02/20  21:00:00,181.7381994,,
 02/20  22:00:00,162.8564321,,
 02/20  23:00:00,111.1855975,,
 02/20  24:00:00,141.969356,,
 02/21  01:00:00,116.5104972,,
 02/21  02:00:00,105.99363,,
 02/21  03:00:00,103.416562,,
 02/21  04:00:00,101.2897337,,
 02/21  05:00:00,121.6984776,,
 02/21  06:00:00,118.7779468,,
 02/21  07:00:00,153.999849,,
 02/21  08:00:00,154.5488282,,
 02/21  09:00:00,226.9071009,,
 02/21  10:00:00,262.1857719,,
 02/21  11:00:00,256.065512,,
 02/21  12:00:00,282.6938535,,
 02/21  13:00:00,272.716445,,
 02/21  14:00:00,273.1665665,,
 02/21  15:00:00,266.2037171,,
 02/21  16:00:00,263.5245048,,
 02/21  17:00:00,262.3112153,,
 02/21  18:00:00,266.7800262,,
 02/21  19:00:00,268.4961028,,
 02/21  20:00:00,247.8139577,,
 02/21  21:00:00,221.8017647,,
 02/21  22:00:00,160.1968141,,
 02/21  23:00:00,115.7015257,,
 02/21  24:00:00,146.707382,,
 02/22  01:00:00,120.5575849,,
 02/22  02:00:00,109.2757988,,
 02/22  03:00:00,105.5190364,,
 02/22  04:00:00,101.7663822,,
 02/22  05:00:00,105.7727274,,
 02/22  06:00:00,103.0857489,,
 02/22  07:00:00,138.2804633,,
 02/22  08:00:00,145.3712199,,
 02/22  09:00:00,226.7575902,,
 02/22  10:00:00,260.441689,,
 02/22  11:00:00,253.9696094,,
 02/22  12:00:00,287.5131058,,
 02/22  13:00:00,275.6664092,,
 02/22  14:00:00,273.9290056,,
 02/22  15:00:00,266.1242814,,
 02/22  16:00:00,258.353688,,
 02/22  17:00:00,258.0594023,,
 02/22  18:00:00,262.4796009,,
 02/22  19:00:00,263.6917145,,
 02/22  20:00:00,251.6950158,,
 02/22  21:00:00,225.1320568,,
 02/22  22:00:00,163.4281785,,
 02/22  23:00:00,114.6436467,,
 02/22  24:00:00,145.2295569,,
 02/23  01:00:00,118.197626,,
 02/23  02:00:00,106.4926824,,
 02/23  03:00:00,103.1417384,,
 02/23  04:00:00,99.4038154,,
 02/23  05:00:00,102.8005087,,
 02/23  06:00:00,100.7769225,,
 02/23  07:00:00,139.9513205,,
 02/23  08:00:00,153.2342275,,
 02/23  09:00:00,233.0193782,,
 02/23  10:00:00,265.939368,,
 02/23  11:00:00,261.90386,,
 02/23  12:00:00,286.6148962,,
 02/23  13:00:00,272.6400758,,
 02/23  14:00:00,270.5321255,,
 02/23  15:00:00,263.4614754,,
 02/23  16:00:00,257.6289318,,
 02/23  17:00:00,255.2310079,,
 02/23  18:00:00,258.7359683,,
 02/23  19:00:00,260.3966752,,
 02/23  20:00:00,247.3532505,,
 02/23  21:00:00,221.4157169,,
 02/23  22:00:00,159.7894647,,
 02/23  23:00:00,111.528918,,
 02/23  24:00:00,143.3572923,,
 02/24  01:00:00,116.3007909,,
 02/24  02:00:00,106.9777316,,
 02/24  03:00:00,105.5288655,,
 02/24  04:00:00,104.4484587,,
 02/24  05:00:00,127.1553,,
 02/24  06:00:00,126.2445949,,
 02/24  07:00:00,163.2006593,,
 02/24  08:00:00,163.0131407,,
 02/24  09:00:00,227.4371179,,
 02/24  10:00:00,255.0670195,,
 02/24  11:00:00,249.3619553,,
 02/24  12:00:00,277.9966755,,
 02/24  13:00:00,264.3626099,,
 02/24  14:00:00,262.5707155,,
 02/24  15:00:00,256.9612132,,
 02/24  16:00:00,251.898571,,
 02/24  17:00:00,250.7965419,,
 02/24  18:00:00,254.056777,,
 02/24  19:00:00,256.0313427,,
 02/24  20:00:00,235.6395768,,
 02/24  21:00:00,209.068272,,
 02/24  22:00:00,149.8054029,,
 02/24  23:00:00,106.5694109,,
 02/24  24:00:00,139.0871599,,
 02/25  01:00:00,109.3428807,,
 02/25  02:00:00,100.8369874,,
 02/25  03:00:00,99.81962691,,
 02/25  04:00:00,99.01978082,,
 02/25  05:00:00,105.2586732,,
 02/25  06:00:00,104.3943002,,
 02/25  07:00:00,129.3952537,,
 02/25  08:00:00,135.7508701,,
 02/25  09:00:00,197.7794743,,
 02/25  10:00:00,220.8748263,,
 02/25  11:00:00,246.2199431,,
 02/25  12:00:00,275.9842484,,
 02/25  13:00:00,262.4173644,,
 02/25  14:00:00,261.2586162,,
 02/25  15:00:00,255.7733508,,
 02/25  16:00:00,250.772778,,
 02/25  17:00:00,248.8285043,,
 02/25  18:00:00,253.521151,,
 02/25  19:00:00,242.109783,,
 02/25  20:00:00,199.9835884,,
 02/25  21:00:00,188.0421361,,
 02/25  22:00:00,141.6490704,,
 02/25  23:00:00,105.0077992,,
 02/25  24:00:00,137.4267037,,
 02/26  01:00:00,110.0637115,,
 02/26  02:00:00,101.1499373,,
 02/26  03:00:00,99.94330449,,
 02/26  04:00:00,99.05753029,,
 02/26  05:00:00,105.3949383,,
 02/26  06:00:00,104.4716943,,
 02/26  07:00:00,129.8993232,,
 02/26  08:00:00,138.5177616,,
 02/26  09:00:00,172.4351025,,
 02/26  10:00:00,150.8518706,,
 02/26  11:00:00,186.5031986,,
 02/26  12:00:00,217.1200752,,
 02/26  13:00:00,229.5800267,,
 02/26  14:00:00,227.4495447,,
 02/26  15:00:00,222.1023599,,
 02/26  16:00:00,216.7427805,,
 02/26  17:00:00,215.0300317,,
 02/26  18:00:00,192.6188592,,
 02/26  19:00:00,203.0838647,,
 02/26  20:00:00,187.2167928,,
 02/26  21:00:00,177.3035493,,
 02/26  22:00:00,158.8085773,,
 02/26  23:00:00,108.3500027,,
 02/26  24:00:00,140.5655754,,
 02/27  01:00:00,115.7655157,,
 02/27  02:00:00,106.2612118,,
 02/27  03:00:00,104.7132555,,
 02/27  04:00:00,103.4232221,,
 02/27  05:00:00,109.505826,,
 02/27  06:00:00,108.5103361,,
 02/27  07:00:00,142.2038507,,
 02/27  08:00:00,154.4788689,,
 02/27  09:00:00,230.7802313,,
 02/27  10:00:00,259.5760784,,
 02/27  11:00:00,252.1324162,,
 02/27  12:00:00,277.6381563,,
 02/27  13:00:00,261.8282826,,
 02/27  14:00:00,260.0743788,,
 02/27  15:00:00,256.7801259,,
 02/27  16:00:00,253.811791,,
 02/27  17:00:00,253.715412,,
 02/27  18:00:00,259.7005168,,
 02/27  19:00:00,264.1236438,,
 02/27  20:00:00,252.9021595,,
 02/27  21:00:00,228.4000708,,
 02/27  22:00:00,165.4036529,,
 02/27  23:00:00,116.4108874,,
 02/27  24:00:00,147.6448611,,
 02/28  01:00:00,122.1063885,,
 02/28  02:00:00,112.8224988,,
 02/28  03:00:00,111.3726616,,
 02/28  04:00:00,110.4407152,,
 02/28  05:00:00,134.5076608,,
 02/28  06:00:00,134.6630293,,
 02/28  07:00:00,169.9894019,,
 02/28  08:00:00,177.2062946,,
 02/28  09:00:00,242.3200844,,
 02/28  10:00:00,273.1247987,,
 02/28  11:00:00,270.1576811,,
 02/28  12:00:00,290.5540721,,
 02/28  13:00:00,277.6404708,,
 02/28  14:00:00,276.4791021,,
 02/28  15:00:00,269.8712564,,
 02/28  16:00:00,264.7676406,,
 02/28  17:00:00,263.7090552,,
 02/28  18:00:00,269.3643346,,
 02/28  19:00:00,271.1421804,,
